,Violation Code,Violation Location,House Number,Vehicle Year,Registration State,Vehicle Body Type,Vehicle Make,Violation Time,Violation County,Street Name,Intersecting Street,Vehicle Color
17167,37,109.0,35-18,2006,39,75,49,1506,5,1281,-1,81
17168,14,109.0,36-59,0,18,16,54,175,5,1802,-1,130
17169,14,109.0,36-59,0,35,1,16,618,5,1802,-1,62
17170,14,109.0,37-12,2007,39,16,64,1478,5,2150,-1,124
17171,14,109.0,37-12,2005,39,108,194,1320,5,2150,-1,124
17172,17,109.0,36-37,0,44,75,66,1372,5,1802,-1,130
17173,31,109.0,36-37,2020,39,1,171,1216,5,1802,-1,11
17174,38,109.0,36-53,2011,39,1,96,921,5,1802,-1,67
17175,37,109.0,36-53,2018,39,75,110,596,5,1802,-1,124
17176,74,109.0,36-53,2019,39,75,72,219,5,1802,-1,124
17177,20,109.0,35-20,2014,39,1,16,1492,5,838,-1,67
17178,70,109.0,35-20,2014,39,1,16,1494,5,838,-1,67
17179,20,109.0,35-20,2016,39,75,121,281,5,838,-1,124
17180,51,109.0,36-05,2013,39,75,171,290,5,838,-1,100
17181,51,109.0,36-05,2013,39,75,171,290,5,838,-1,100
17182,51,109.0,36-05,2013,39,75,171,290,5,838,-1,100
17183,51,109.0,36-05,0,35,75,76,287,5,838,-1,110
17184,51,109.0,36-05,0,35,75,76,287,5,838,-1,110
17185,51,109.0,36-05,0,35,75,76,287,5,838,-1,110
17186,38,109.0,35-15,2019,39,75,7,1000,5,2077,-1,11
17187,46,109.0,36-25,0,12,75,96,968,5,838,-1,62
17188,70,109.0,36-25,2006,39,75,171,1236,5,838,-1,67
17189,38,109.0,134-34,2019,39,75,96,1142,5,2003,-1,67
17190,38,109.0,134-34,0,34,60,171,1360,5,2003,-1,62
17191,51,109.0,36-13,2009,39,75,66,1232,5,838,-1,67
17192,14,109.0,36-13,2008,39,75,171,940,5,838,-1,67
17193,74,109.0,36-13,2019,39,75,135,422,5,838,-1,14
17194,20,109.0,36-31,2016,39,75,49,1240,5,838,-1,67
17195,20,109.0,36-31,2014,39,1,16,217,5,838,-1,124
17196,20,109.0,36-31,0,35,75,171,69,5,838,-1,62
17197,20,109.0,36-31,2007,39,75,171,1108,5,838,-1,67
17198,71,109.0,36-31,2020,39,75,21,223,5,838,-1,45
17199,20,109.0,36-31,2020,39,75,21,225,5,838,-1,45
17200,37,109.0,36-27,2020,39,75,107,1242,5,838,-1,124
17201,38,109.0,36-27,2022,39,75,110,300,5,838,-1,67
17202,37,109.0,36-27,2019,39,75,171,529,5,838,-1,67
17203,38,109.0,36-27,2007,39,108,59,1106,5,838,-1,67
17204,38,109.0,36-27,0,35,108,139,535,5,838,-1,130
17205,38,109.0,36-27,2019,39,108,110,1218,5,838,-1,124
17206,38,109.0,36-27,2012,39,75,171,1220,5,838,-1,11
17207,46,109.0,36-27,2022,39,75,72,1254,5,838,-1,62
17208,38,109.0,36-27,2004,39,75,171,221,5,838,-1,67
17209,38,109.0,36-27,0,47,75,66,302,5,838,-1,62
17210,38,109.0,36-27,2007,39,75,66,306,5,838,-1,14
17211,38,109.0,36-27,2020,39,75,7,308,5,838,-1,11
17212,40,109.0,36-04,0,44,75,16,1432,5,706,-1,18
17213,74,109.0,36-04,0,35,1,16,553,5,706,-1,130
17214,40,109.0,36-04,2016,39,108,49,432,5,706,-1,124
17215,38,109.0,134-16,2018,39,75,110,165,5,2003,-1,124
17216,38,109.0,36-01,0,44,1,88,290,5,838,-1,62
17217,38,109.0,36-01,0,44,1,88,290,5,838,-1,62
17218,38,109.0,36-01,0,44,1,88,290,5,838,-1,62
17219,38,109.0,36-01,0,44,1,88,290,5,838,-1,62
17220,61,109.0,36-07,2012,39,75,49,547,5,706,-1,124
17221,70,109.0,36-07,2017,39,1,81,926,5,706,-1,55
17222,40,109.0,35-32,2010,39,75,171,283,5,838,-1,67
17223,38,109.0,134-32,2011,39,75,66,275,5,2003,-1,67
17224,46,109.0,141-08,2017,39,75,171,1198,5,2003,-1,124
17225,46,109.0,141-25,0,22,1,72,1258,5,2003,-1,110
17226,38,109.0,36-48,2019,39,108,49,225,5,1802,-1,124
17227,31,109.0,36-49,0,35,1,168,1286,5,1802,-1,130
17228,31,109.0,36-44,2007,39,75,49,1280,5,1802,-1,100
17229,38,109.0,34-16,2021,39,0,16,1146,5,2545,-1,11
17230,37,109.0,34-16,2015,39,1,96,197,5,2545,-1,11
17231,21,109.0,32-23,2018,39,75,113,1056,5,1707,-1,55
17232,38,109.0,34-04,0,39,75,145,372,5,2545,-1,130
17233,19,109.0,135-32,2021,39,108,139,1152,5,2250,-1,124
17234,38,109.0,34-22,2019,39,66,49,1212,5,2545,-1,124
17235,14,109.0,37-20,0,39,1,16,89,5,2150,-1,18
17236,14,109.0,37-20,2017,39,108,79,235,5,2150,-1,144
17237,14,109.0,37-20,0,35,75,49,348,5,2150,-1,130
17238,14,109.0,37-20,2020,39,16,54,1462,5,2150,-1,14
17239,61,109.0,37-20,2015,39,16,78,1246,5,2150,-1,81
17240,14,109.0,37-20,2016,39,108,54,1318,5,2150,-1,32
17241,71,109.0,37-20,2020,39,16,54,87,5,2150,-1,14
17242,38,109.0,134-23,2022,39,75,96,1016,5,2003,-1,124
17243,37,109.0,134-18,2015,39,75,7,93,5,2003,-1,11
17244,38,109.0,134-18,2018,39,75,83,1368,5,2003,-1,11
17245,70,109.0,36-61,2014,39,1,186,207,5,1802,-1,124
17246,19,109.0,36-61,2014,39,1,186,209,5,1802,-1,124
17247,14,109.0,36-61,2016,39,1,171,1466,5,1802,-1,11
17248,38,109.0,34-26,2019,39,75,66,231,5,2545,-1,121
17249,38,109.0,36-55,2014,39,75,83,139,5,1802,-1,11
17250,71,109.0,143-08,2020,39,75,171,723,5,2250,-1,67
17251,70,109.0,143-08,2020,39,75,171,725,5,2250,-1,67
17252,20,109.0,38-17,2013,39,75,171,197,5,2077,-1,11
17253,74,109.0,144-38,2018,39,1,16,1160,5,2842,-1,67
17254,21,109.0,34-20,0,12,1,28,1054,5,1944,-1,103
17255,21,109.0,32-15,2007,39,75,171,1078,5,1945,-1,81
17256,21,109.0,33-39,2021,39,75,121,1064,5,1945,-1,67
17257,17,109.0,36-36,2021,39,71,3,1474,5,1802,-1,14
17258,70,109.0,36-36,2021,39,71,3,1472,5,1802,-1,14
17259,37,109.0,36-36,2014,39,1,16,815,5,1802,-1,67
17260,17,109.0,36-36,2016,39,1,171,79,5,1802,-1,67
17261,31,109.0,36-42,2018,39,75,23,1256,5,1802,-1,124
17262,31,109.0,36-42,2022,39,75,66,1340,5,1802,-1,103
17263,37,109.0,36-42,2016,39,75,171,1432,5,1802,-1,86
17264,31,109.0,36-47,2021,39,75,83,1364,5,1802,-1,67
17265,31,109.0,36-47,0,8,75,148,1248,5,1802,-1,18
17266,31,109.0,37-08,2016,39,1,121,1250,5,1802,-1,14
17267,69,109.0,37-08,2014,39,108,54,344,5,1802,-1,32
17268,69,109.0,37-08,2014,39,108,54,1468,5,1802,-1,32
17269,69,109.0,37-08,2017,39,108,79,1490,5,1802,-1,144
17270,69,109.0,37-02,2016,39,108,49,340,5,1802,-1,124
17271,31,109.0,37-02,0,35,60,49,881,5,1802,-1,130
17272,31,109.0,37-02,2017,39,75,66,1392,5,1802,-1,67
17273,31,109.0,37-02,2017,39,1,171,87,5,1802,-1,67
17274,31,109.0,37-02,0,35,1,110,446,5,1802,-1,62
17275,19,109.0,36-22,2017,39,0,66,604,5,1802,-1,67
17276,74,109.0,36-22,2017,39,0,66,606,5,1802,-1,67
17277,21,109.0,37-33,2014,39,75,171,1042,5,838,-1,67
17278,31,109.0,36-51,2010,39,75,49,1254,5,1802,-1,144
17279,38,109.0,133-51,2010,39,75,96,1430,5,2250,-1,14
17280,38,109.0,34-40,2020,39,75,171,233,5,2545,-1,14
17281,38,109.0,137-10,2014,39,107,49,1160,5,2003,-1,130
17282,38,109.0,137-10,2019,39,75,66,1164,5,2003,-1,67
17283,21,109.0,137-10,2008,39,107,49,884,5,2003,-1,130
17284,21,109.0,137-10,2009,39,108,59,888,5,2003,-1,130
17285,38,109.0,137-10,2009,39,108,59,940,5,2003,-1,130
17286,21,109.0,137-10,2009,39,108,59,894,5,2003,-1,130
17287,38,109.0,137-10,2009,39,108,59,926,5,2003,-1,130
17288,21,109.0,137-10,2019,39,108,28,876,5,2003,-1,130
17289,21,109.0,137-10,2009,39,108,182,880,5,2003,-1,130
17290,21,109.0,137-10,0,35,108,121,884,5,2003,-1,139
17291,21,109.0,137-10,0,35,108,49,888,5,2003,-1,139
17292,21,109.0,36-38,0,44,1,66,894,5,1802,-1,130
17293,19,109.0,142-46,2013,39,16,54,1204,5,2250,-1,32
17294,19,109.0,142-46,2019,39,16,79,1206,5,2250,-1,124
17295,14,109.0,147-25,2012,39,1,121,860,5,2003,-1,11
17296,16,109.0,144-73,2019,39,1,171,870,5,2003,-1,11
17297,19,109.0,144-73,2016,39,108,110,1178,5,2003,-1,130
17298,38,109.0,144-14,2016,39,16,54,1414,5,2003,-1,32
17299,14,109.0,37-02,2016,39,108,54,129,5,2150,-1,32
17300,14,109.0,37-02,0,35,16,78,1458,5,2150,-1,130
17301,19,109.0,36-33,2014,39,75,66,125,5,1802,-1,28
17302,21,109.0,142-09,2009,39,75,121,1054,5,578,-1,81
17303,14,109.0,39-15,2001,39,60,171,197,5,1802,-1,11
17304,40,109.0,35-21,2019,39,0,49,635,5,1281,-1,67
17305,14,109.0,35-09,2005,39,1,121,944,5,2150,-1,11
17306,14,109.0,35-09,2010,39,1,3,1000,5,2150,-1,11
17307,14,109.0,138-18,2022,39,75,187,460,5,2003,-1,67
17308,46,109.0,135-27,2017,39,16,64,1042,5,2250,-1,130
17309,69,109.0,135-27,2020,39,66,64,89,5,2250,-1,124
17310,20,109.0,142-36,2018,39,75,135,103,5,226,-1,124
17311,98,109.0,144-78,2007,35,70,110,247,5,2250,-1,14
17312,98,109.0,129-05,0,8,75,168,1296,5,211,-1,26
17313,46,109.0,36-32,2017,39,75,135,1270,5,2545,-1,14
17314,98,109.0,136-21,2022,35,70,110,1013,5,223,-1,67
17315,98,109.0,38-07,0,0,16,49,1141,5,96,-1,124
17316,98,109.0,145-39,2015,24,75,66,263,5,217,-1,67
17317,38,109.0,35-23,2021,39,1,16,1284,5,1281,-1,67
17318,14,109.0,39-01,1998,39,108,54,1428,5,1802,-1,130
17319,14,109.0,39-01,2007,39,16,194,103,5,1802,-1,32
17320,38,109.0,35-11,2016,39,108,54,1360,5,2150,-1,32
17321,38,109.0,35-11,2016,39,108,54,1360,5,2150,-1,32
17322,38,109.0,137-34,0,35,108,49,83,5,2003,-1,139
17323,40,109.0,40-34,0,35,92,54,1324,5,1802,-1,130
17324,18,109.0,40-34,2007,39,16,194,1476,5,1802,-1,32
17325,14,109.0,40-34,2007,39,16,194,1506,5,1802,-1,32
17326,14,109.0,40-34,2013,39,16,194,99,5,1802,-1,32
17327,14,109.0,40-34,2007,39,16,194,109,5,1802,-1,32
17328,51,109.0,33-17,2015,39,75,171,674,5,1281,-1,67
17329,74,109.0,34-50,2013,39,75,110,690,5,1738,-1,124
17330,75,109.0,149-35,2018,39,1,110,273,5,2003,-1,124
17331,46,109.0,40-10,2008,39,60,49,471,5,2077,-1,11
17332,17,109.0,135-18,1998,39,16,54,83,5,2250,-1,130
17333,14,109.0,136-02,2013,39,16,54,1204,5,2250,-1,32
17334,14,109.0,136-02,2005,39,108,194,1456,5,2250,-1,124
17335,14,109.0,136-02,1999,39,92,78,804,5,2250,-1,100
17336,14,109.0,136-02,2007,39,66,78,649,5,2250,-1,124
17337,14,109.0,38-11,2019,39,107,139,1222,5,2545,-1,130
17338,21,109.0,149-10,2014,39,75,165,1278,5,2250,-1,67
17339,21,109.0,149-35,2012,39,1,121,1280,5,2250,-1,100
17340,21,109.0,149-39,0,39,75,135,1282,5,2250,-1,11
17341,21,109.0,150-41,2020,39,75,3,1294,5,2250,-1,11
17342,14,109.0,40-36,2022,39,66,79,1024,5,2545,-1,124
17343,19,109.0,136-14,0,13,1,110,89,5,2250,-1,18
17344,19,109.0,136-14,2003,39,0,66,647,5,2250,-1,11
17345,14,109.0,37-04,2017,39,108,79,533,5,2150,-1,144
17346,70,109.0,37-28,2014,39,1,110,988,5,2077,-1,11
17347,19,109.0,39-06,2005,39,108,194,320,5,1802,-1,124
17348,40,109.0,34-61,2022,39,75,16,1128,5,1707,-1,124
17349,14,109.0,38-10,0,18,92,187,1482,5,2150,-1,130
17350,17,109.0,135-10,2016,39,108,54,1492,5,2250,-1,32
17351,17,109.0,135-10,2005,39,108,194,1436,5,2250,-1,124
17352,14,109.0,38-04,2007,39,16,64,75,5,2150,-1,124
17353,51,109.0,39-16,2005,39,108,194,1402,5,2150,-1,124
17354,51,109.0,39-16,2005,39,108,194,83,5,2150,-1,124
17355,14,109.0,39-16,2021,39,108,139,1280,5,2150,-1,124
17356,19,109.0,141-05,2021,39,1,168,1087,5,2003,-1,11
17357,19,109.0,141-05,2021,39,1,110,1087,5,2003,-1,124
17358,19,109.0,136-49,2013,39,90,131,1180,5,2250,-1,103
17359,69,109.0,135-23,2021,39,66,64,1390,5,2250,-1,124
17360,69,109.0,135-23,2019,39,108,139,157,5,2250,-1,14
17361,14,109.0,40-42,2017,39,108,79,1448,5,1802,-1,144
17362,71,109.0,40-42,2015,39,66,187,1120,5,1802,-1,124
17363,14,109.0,40-42,2015,39,66,187,1122,5,1802,-1,124
17364,21,109.0,137-38,2017,39,108,28,902,5,2003,-1,130
17365,38,109.0,137-03,2017,39,16,87,938,5,2003,-1,103
17366,21,109.0,32-07,0,51,1,186,1062,5,1707,-1,130
17367,38,109.0,134-07,2004,39,75,28,1004,5,2003,-1,67
17368,38,109.0,134-07,2017,39,75,88,1348,5,2003,-1,67
17369,38,109.0,134-07,2016,39,1,28,1350,5,2003,-1,67
17370,20,109.0,36-06,2019,39,75,72,1240,5,2150,-1,67
17371,71,109.0,134-22,2017,39,108,49,79,5,2003,-1,100
17372,38,109.0,134-26,2021,39,75,96,354,5,2003,-1,11
17373,40,109.0,36-33,2016,39,75,110,414,5,838,-1,11
17374,48,109.0,40-05,2017,39,108,49,942,5,838,-1,124
17375,69,109.0,135-20,2017,39,108,49,1028,5,2250,-1,124
17376,31,109.0,135-20,0,12,75,28,738,5,2250,-1,18
17377,46,109.0,135-20,0,35,16,87,1324,5,2250,-1,130
17378,19,109.0,40-06,0,35,108,59,1036,5,1802,-1,130
17379,19,109.0,40-06,2013,39,92,131,1212,5,1802,-1,100
17380,19,109.0,136-76,2013,39,16,54,1370,5,2250,-1,32
17381,19,109.0,38-21,2011,39,75,83,632,5,1802,-1,124
17382,40,109.0,144-56,0,12,75,110,1266,5,2250,-1,18
17383,21,109.0,142-34,2013,39,1,16,1062,5,578,-1,67
17384,21,109.0,142-44,2017,39,75,32,1062,5,578,-1,124
17385,21,109.0,40-19,2012,39,1,186,1294,5,1945,-1,11
17386,69,109.0,37-14,2014,39,108,54,199,5,1802,-1,32
17387,14,109.0,37-03,2019,39,108,139,306,5,1802,-1,14
17388,14,109.0,40-08,2013,39,16,54,406,5,2545,-1,32
17389,21,109.0,137-16,2018,39,107,139,892,5,2003,-1,130
17390,46,109.0,33-16,2016,39,108,54,1328,5,2150,-1,32
17391,14,109.0,136-37,0,35,75,49,1388,5,2250,-1,130
17392,40,109.0,33-26,2022,39,108,54,1136,5,2545,-1,32
17393,14,109.0,36-58,2004,39,108,54,1312,5,1802,-1,124
17394,38,109.0,147-34,2021,39,1,171,1248,5,2003,-1,14
17395,14,109.0,40-46,2013,39,92,131,1258,5,1802,-1,100
17396,19,109.0,36-25,2005,39,108,194,185,5,1802,-1,124
17397,19,109.0,36-25,2021,39,108,139,201,5,1802,-1,124
17398,19,109.0,38-01,0,35,16,124,1370,5,1802,-1,130
17399,84,109.0,38-01,0,35,16,124,1374,5,1802,-1,130
17400,19,109.0,136-57,2014,39,16,54,1388,5,2250,-1,32
17401,19,109.0,39-02,2016,39,107,78,1246,5,1802,-1,124
17402,71,109.0,146-28,2010,39,1,3,139,5,578,-1,67
17403,19,109.0,40-02,0,35,108,49,1338,5,1802,-1,130
17404,19,109.0,40-02,0,35,108,49,1338,5,1802,-1,130
17405,17,109.0,135-02,2019,39,1,16,841,5,2250,-1,124
17406,14,109.0,148-28,2017,39,75,121,1100,5,578,-1,124
17407,19,108.0,61-06,0,39,75,-1,1206,5,2250,-1,-1
17408,19,108.0,61-06,2017,39,108,49,71,5,2250,-1,32
17409,46,114.0,50-18,2020,39,70,72,839,5,683,-1,110
17410,19,110.0,39-56,0,39,-1,171,1458,5,291,-1,-1
17411,98,108.0,37-44,2017,39,70,171,306,5,291,-1,103
17412,98,108.0,66-26,2014,39,70,66,68,5,1346,-1,65
17413,98,108.0,47-61,2018,39,75,40,417,5,276,-1,103
17414,40,108.0,41-66,0,44,70,121,796,5,325,-1,18
17415,40,108.0,55-05,2011,39,70,97,578,5,2880,-1,24
17416,20,114.0,31-45,2018,39,75,110,1497,5,254,-1,130
17417,20,114.0,31-45,2018,12,70,121,84,5,254,-1,65
17418,98,114.0,31-45,2016,35,70,110,617,5,254,-1,132
17419,20,114.0,31-45,2016,35,70,110,627,5,254,-1,132
17420,20,114.0,31-45,2018,35,70,110,627,5,254,-1,132
17421,20,114.0,31-45,2019,39,70,3,158,5,254,-1,124
17422,98,108.0,50-07,2011,39,70,171,685,5,307,-1,11
17423,40,108.0,48-24,2013,0,70,21,901,-1,280,-1,130
17424,14,108.0,70-20,2017,39,70,171,844,5,249,-1,24
17425,14,108.0,70-20,2012,39,75,171,850,5,249,-1,61
17426,14,108.0,70-20,2010,35,75,121,73,5,249,-1,55
17427,98,108.0,55-02,2018,39,75,-1,796,5,223,-1,65
17428,98,108.0,41-37,2007,39,70,66,288,5,258,-1,65
17429,40,108.0,39-89,2015,39,70,171,303,5,258,-1,103
17430,40,108.0,44-02,2011,44,70,96,438,5,299,-1,124
17431,40,108.0,45-16,2018,39,70,72,926,5,254,-1,103
17432,98,108.0,43-14,2008,39,75,49,1012,5,299,-1,103
17433,98,108.0,41-34,2007,39,75,97,75,5,311,-1,119
17434,21,114.0,31-25,2012,39,75,121,1043,5,254,-1,24
17435,40,108.0,51-71,2020,39,70,66,178,5,250,-1,130
17436,14,108.0,39-20,2011,39,75,49,318,5,263,-1,25
17437,98,108.0,58-33,2016,39,70,171,578,5,242,-1,24
17438,19,108.0,68-28,2007,39,75,187,46,5,2250,-1,103
17439,70,108.0,68-28,2007,39,75,187,52,5,2250,-1,103
17440,19,108.0,68-28,2019,39,108,110,223,5,2250,-1,124
17441,98,108.0,39-37,2009,39,75,66,1140,5,281,-1,124
17442,40,108.0,50-12,2004,39,70,66,1048,5,325,-1,58
17443,51,108.0,50-12,2011,39,75,66,1054,5,325,-1,11
17444,98,114.0,56-29,2022,39,75,66,547,5,202,-1,67
17445,21,114.0,50-30,2021,39,1,121,1446,5,683,-1,67
17446,21,114.0,50-30,2008,39,0,171,1454,5,683,-1,124
17447,19,108.0,68-20,2022,39,70,66,637,5,2250,-1,130
17448,14,108.0,60-19,2015,39,75,171,898,5,2250,-1,11
17449,46,108.0,60-19,2013,39,75,121,1288,5,2250,-1,124
17450,38,108.0,63-14,0,39,1,66,674,5,2250,-1,124
17451,21,110.0,71-20,2014,39,1,171,862,5,2250,-1,28
17452,14,115.0,71-20,0,24,1,76,798,5,2250,-1,130
17453,14,108.0,69-10,2016,39,75,110,1034,5,2250,-1,67
17454,38,108.0,51-11,2021,39,1,66,109,5,2163,-1,11
17455,37,108.0,51-11,2016,39,75,49,107,5,2163,-1,11
17456,38,108.0,51-11,2016,39,75,171,442,5,2163,-1,67
17457,38,108.0,51-11,0,35,1,40,586,5,2163,-1,18
17458,37,108.0,47-14,2017,39,75,49,1236,5,1412,-1,124
17459,21,108.0,46-01,2018,39,66,54,922,5,1412,-1,124
17460,38,108.0,46-01,2013,39,75,83,275,5,1412,-1,11
17461,38,108.0,46-01,2005,39,1,3,698,5,1412,-1,121
17462,21,108.0,46-01,0,35,16,64,946,5,1412,-1,130
17463,21,108.0,59-12,2008,39,75,110,894,5,2880,-1,124
17464,21,108.0,59-12,2006,39,75,49,996,5,2880,-1,67
17465,21,108.0,59-12,2019,39,75,83,990,5,2880,-1,14
17466,37,108.0,59-12,2021,39,75,66,340,5,2880,-1,18
17467,70,108.0,59-12,2010,39,75,171,352,5,2880,-1,11
17468,19,108.0,64-02,0,39,92,131,1444,5,2250,-1,26
17469,20,108.0,64-02,2018,39,75,121,283,5,2250,-1,14
17470,38,108.0,58-07,0,44,75,66,83,5,2880,-1,26
17471,37,108.0,58-07,2002,39,1,66,374,5,2880,-1,55
17472,38,115.0,68-16,2020,39,75,66,257,5,2250,-1,67
17473,70,108.0,61-27,2005,39,75,66,191,5,2250,-1,11
17474,14,108.0,62-19,2021,39,75,83,918,5,2250,-1,11
17475,40,108.0,58-13,2022,39,75,186,1336,5,2880,-1,67
17476,40,108.0,58-13,2018,39,75,83,1338,5,2880,-1,11
17477,20,108.0,58-13,2016,39,1,171,99,5,2880,-1,14
17478,20,108.0,58-13,2007,39,75,121,372,5,2880,-1,11
17479,14,108.0,63-11,2015,39,75,110,834,5,2163,-1,11
17480,14,108.0,63-11,2022,39,75,3,838,5,2163,-1,14
17481,14,108.0,63-11,0,50,75,186,800,5,2163,-1,62
17482,21,108.0,54-10,2006,39,75,97,980,5,2250,-1,11
17483,21,108.0,43-24,2020,39,75,66,930,5,1412,-1,11
17484,38,108.0,49-18,2014,39,1,72,622,5,2364,-1,14
17485,21,108.0,49-18,2016,39,108,49,932,5,2364,-1,124
17486,21,108.0,43-20,2019,39,80,171,924,5,1412,-1,144
17487,37,115.0,72-16,2018,39,75,88,416,5,2250,-1,67
17488,19,108.0,68-24,2009,39,60,49,225,5,2250,-1,124
17489,19,108.0,68-24,0,18,16,54,251,5,2250,-1,130
17490,19,108.0,68-24,2008,39,75,83,737,5,2250,-1,100
17491,21,108.0,65-05,2010,39,75,171,1064,5,2880,-1,124
17492,38,108.0,42-04,2003,39,75,40,1218,5,1412,-1,124
17493,37,108.0,62-14,2008,39,1,66,239,5,2250,-1,124
17494,38,108.0,62-14,2017,39,1,171,650,5,2250,-1,67
17495,38,108.0,50-04,2008,39,1,49,1268,5,2364,-1,67
17496,38,108.0,50-04,2001,39,108,54,521,5,2364,-1,124
17497,21,108.0,52-06,2009,39,75,66,1278,5,2364,-1,55
17498,21,108.0,51-22,2017,39,75,66,1282,5,2364,-1,130
17499,21,114.0,50-37,2016,39,70,88,466,5,683,-1,132
17500,40,114.0,50-37,0,13,1,66,796,5,683,-1,18
17501,14,108.0,59-01,2008,39,75,121,874,5,2250,-1,100
17502,70,108.0,67-06,2021,39,75,66,1028,5,2250,-1,124
17503,14,108.0,69-16,2014,39,75,66,1054,5,2250,-1,14
17504,40,108.0,59-16,2021,39,75,96,1326,5,2880,-1,67
17505,40,108.0,59-16,2007,39,1,72,880,5,2880,-1,95
17506,38,108.0,51-09,2016,39,75,23,1426,5,2364,-1,11
17507,38,108.0,51-09,2016,39,75,23,1426,5,2364,-1,11
17508,14,110.0,69-06,2002,39,1,186,541,5,2250,-1,11
17509,19,108.0,61-05,2004,39,75,165,348,5,2880,-1,81
17510,38,108.0,59-15,0,23,75,49,81,5,2250,-1,18
17511,14,108.0,59-15,2018,39,75,83,878,5,2250,-1,100
17512,38,108.0,59-15,2008,39,107,49,75,5,2250,-1,130
17513,14,108.0,65-21,0,35,16,124,956,5,2250,-1,130
17514,38,115.0,65-14,2017,39,1,66,277,5,2250,-1,67
17515,14,108.0,69-08,2022,39,75,66,1032,5,2250,-1,67
17516,40,108.0,60-26,0,40,16,49,1218,5,2880,-1,130
17517,40,108.0,60-26,2011,39,92,87,1170,5,2880,-1,100
17518,14,108.0,48-02,0,52,1,121,626,5,2163,-1,103
17519,21,114.0,50-34,0,4,75,49,1446,5,683,-1,130
17520,70,114.0,50-48,2017,39,1,16,1132,5,683,-1,14
17521,21,108.0,47-12,2017,39,75,49,930,5,1412,-1,124
17522,38,108.0,51-07,1999,39,75,171,1426,5,2364,-1,55
17523,21,108.0,51-07,2019,39,75,171,940,5,2364,-1,11
17524,38,108.0,49-10,0,44,75,83,588,5,2163,-1,103
17525,70,108.0,43-22,2013,39,1,49,535,5,1412,-1,67
17526,71,108.0,43-22,2013,39,1,49,537,5,1412,-1,67
17527,21,108.0,68-14,2019,39,75,59,858,5,2250,-1,11
17528,21,108.0,68-14,2011,39,75,66,866,5,2250,-1,67
17529,21,108.0,67-08,2013,39,1,32,864,5,2250,-1,14
17530,14,108.0,69-14,0,35,16,124,1074,5,2250,-1,130
17531,14,108.0,69-14,2006,39,108,40,1118,5,2250,-1,124
17532,14,110.0,69-14,2012,39,75,83,543,5,2250,-1,100
17533,40,108.0,65-48,2018,39,1,66,785,5,2880,-1,11
17534,38,108.0,68-10,2006,39,60,49,1146,5,2250,-1,144
17535,71,108.0,68-10,2006,39,60,49,1148,5,2250,-1,144
17536,38,110.0,71-28,0,17,75,165,1396,5,2250,-1,130
17537,38,108.0,59-17,2008,39,1,96,1444,5,2250,-1,67
17538,38,108.0,59-17,2014,39,108,49,1250,5,2250,-1,124
17539,37,108.0,61-20,2018,39,1,66,79,5,2880,-1,67
17540,37,108.0,61-20,2010,39,1,76,83,5,2880,-1,124
17541,37,108.0,61-20,2017,39,75,66,1436,5,2880,-1,67
17542,37,108.0,61-20,2014,39,1,105,231,5,2880,-1,67
17543,38,108.0,64-17,2019,39,108,49,279,5,2250,-1,130
17544,14,108.0,64-03,2010,39,75,28,908,5,2250,-1,11
17545,21,110.0,73-10,2009,39,1,66,1024,5,2880,-1,67
17546,38,115.0,58-14,2022,39,1,110,368,5,2250,-1,62
17547,38,115.0,58-14,0,31,1,121,372,5,2250,-1,18
17548,21,108.0,49-18,2016,39,1,121,918,5,2163,-1,11
17549,37,108.0,49-18,2012,39,75,83,93,5,2163,-1,11
17550,38,108.0,67-20,0,44,1,66,408,5,2250,-1,62
17551,38,108.0,46-22,2017,39,75,97,471,5,1412,-1,14
17552,70,108.0,46-22,2017,39,75,97,473,5,1412,-1,14
17553,19,108.0,61-27,2012,39,75,107,481,5,2880,-1,14
17554,38,108.0,61-27,2007,39,1,66,89,5,2880,-1,67
17555,74,108.0,67-12,2016,39,75,121,741,5,2250,-1,100
17556,38,108.0,63-08,2008,39,75,171,253,5,2250,-1,11
17557,38,108.0,63-08,2018,39,75,59,1484,5,2250,-1,11
17558,38,108.0,63-08,0,22,75,96,444,5,2250,-1,110
17559,38,108.0,61-32,2017,39,0,49,235,5,2250,-1,32
17560,21,114.0,55-02,2004,39,75,97,1038,5,683,-1,121
17561,21,108.0,60-06,2018,39,1,121,1086,5,683,-1,14
17562,40,114.0,50-15,2010,48,70,49,1487,5,683,-1,130
17563,40,114.0,50-15,2017,39,70,121,138,5,683,-1,58
17564,51,114.0,26-12,2021,39,75,40,521,5,643,-1,11
17565,74,114.0,54-11,2017,39,1,121,1010,5,2003,-1,67
17566,38,108.0,64-18,2022,39,75,72,662,5,2250,-1,11
17567,78,108.0,39-24,2015,39,108,49,168,5,293,-1,124
17568,98,,39-42,0,0,70,66,290,5,281,-1,123
17569,98,108.0,43-25,0,39,-1,121,698,-1,271,-1,-1
17570,14,108.0,39-77,0,35,75,121,75,-1,291,-1,-1
17571,40,108.0,41-46,0,6,70,76,417,5,322,-1,58
17572,40,108.0,41-46,0,8,75,121,337,5,322,-1,26
17573,71,108.0,51-47,2016,39,108,121,658,5,250,-1,67
17574,99,108.0,51-38,2001,13,108,40,636,5,250,-1,58
17575,40,108.0,47-42,2018,39,70,3,570,-1,244,-1,62
