,Violation Code,Violation Location,House Number,Vehicle Year,Registration State,Vehicle Body Type,Vehicle Make,Violation Time,Violation County,Street Name,Intersecting Street,Vehicle Color
11984,46,49.0,2112,2021,39,108,49,1468,0,2830,-1,124
11985,38,49.0,2112,2001,39,1,7,348,0,2830,-1,67
11986,38,49.0,2112,0,23,75,28,543,0,2830,-1,18
11987,20,43.0,2203,2014,39,75,40,1470,0,1786,-1,100
11988,20,43.0,2203,2020,39,75,66,1468,0,1786,-1,124
11989,38,43.0,1860,2022,39,1,168,1466,0,447,-1,11
11990,38,43.0,1860,2017,39,75,110,1290,0,447,-1,14
11991,38,43.0,1860,2012,39,1,171,1466,0,447,-1,67
11992,14,49.0,900,2009,39,1,16,121,0,1783,-1,14
11993,46,49.0,664,2017,39,75,171,1113,0,1926,-1,67
11994,38,49.0,664,0,3,1,28,1364,0,1926,-1,62
11995,21,49.0,660,2006,39,75,171,942,0,1926,-1,55
11996,70,43.0,2223,0,39,75,83,73,0,1984,-1,130
11997,74,43.0,2223,0,39,75,83,77,0,1984,-1,130
11998,40,49.0,1873,2017,39,75,171,1089,0,2830,-1,11
11999,46,49.0,677,2020,39,1,3,1099,0,1926,-1,124
12000,38,49.0,677,0,8,1,171,1278,0,1926,-1,62
12001,48,49.0,706,2009,39,75,28,1121,0,1926,-1,28
12002,38,43.0,1967,2009,39,75,3,1342,0,2819,-1,11
12003,37,43.0,1967,0,35,75,40,388,0,2819,-1,62
12004,38,43.0,2118,2012,39,75,171,1362,0,2819,-1,11
12005,71,43.0,2175,2021,39,75,49,588,0,2819,-1,124
12006,46,43.0,2175,2017,39,108,49,438,0,2819,-1,32
12007,46,43.0,2175,0,13,1,3,1378,0,2819,-1,18
12008,38,45.0,2325,2021,39,60,139,209,0,2819,-1,67
12009,46,43.0,2152,2019,39,1,171,1362,0,2417,-1,67
12010,46,43.0,2152,2020,39,75,171,875,0,2417,-1,65
12011,40,44.0,911,2007,53,16,-1,1156,0,1926,-1,62
12012,40,44.0,911,2010,39,70,66,1170,0,1926,-1,61
12013,40,43.0,1320,2015,39,1,16,91,0,2016,-1,124
12014,70,43.0,1320,2015,39,75,66,444,0,2016,-1,67
12015,38,43.0,2152,0,44,75,3,310,0,2819,-1,103
12016,38,43.0,2152,0,44,75,3,310,0,2819,-1,103
12017,38,43.0,2152,0,44,75,3,310,0,2819,-1,103
12018,20,43.0,2011,2007,39,75,165,265,0,2819,-1,14
12019,71,43.0,1317,0,39,75,83,109,0,2160,-1,67
12020,46,43.0,2119,2013,39,75,145,173,0,2417,-1,67
12021,74,43.0,1455,2022,39,1,16,243,0,2547,-1,124
12022,46,43.0,1455,2018,39,75,171,1285,0,2547,-1,11
12023,20,43.0,1528,2021,39,1,66,368,0,2016,-1,62
12024,71,43.0,2231,2005,39,1,76,485,0,1813,-1,11
12025,46,43.0,1442,0,47,75,59,731,0,1715,-1,110
12026,98,49.0,1847,0,44,1,66,766,0,533,-1,18
12027,21,49.0,2121,2019,39,75,66,1010,0,1846,-1,74
12028,19,43.0,1590,2022,39,75,3,1118,0,1878,-1,18
12029,98,43.0,1720,2018,39,75,66,1231,0,1878,-1,18
12030,98,43.0,1720,2010,39,70,171,895,0,1878,-1,62
12031,70,49.0,2110,2006,39,75,40,741,0,533,-1,67
12032,71,49.0,2110,2006,39,75,40,743,0,533,-1,67
12033,46,43.0,1470,0,57,1,76,1225,0,2830,-1,18
12034,71,43.0,1440,2016,39,60,171,1300,0,1198,-1,124
12035,46,43.0,1374,2017,39,75,171,458,0,1878,-1,67
12036,40,49.0,906,2021,39,75,171,1043,0,2106,-1,24
12037,20,43.0,1600,2011,39,75,171,1388,0,1878,-1,26
12038,14,43.0,1600,2003,0,70,3,660,0,1878,-1,18
12039,21,43.0,1600,0,39,70,171,819,0,1878,-1,24
12040,14,43.0,1600,0,13,70,66,1259,0,1878,-1,103
12041,40,43.0,2104,0,35,75,83,765,0,1984,-1,18
12042,21,49.0,2064,2006,39,75,66,1030,0,533,-1,55
12043,21,49.0,2064,2009,39,75,49,1032,0,533,-1,-1
12044,21,49.0,2090,2004,39,0,113,1040,0,533,-1,124
12045,21,49.0,2090,0,40,1,72,1042,0,533,-1,18
12046,19,43.0,2172,2020,39,108,49,835,0,2417,-1,28
12047,46,43.0,2107,2017,39,70,171,887,0,2417,-1,67
12048,46,43.0,2107,0,35,1,49,1282,0,2417,-1,62
12049,40,43.0,1925,2019,39,75,121,44,0,1853,-1,32
12050,40,43.0,1925,2021,39,70,171,1247,0,1853,-1,65
12051,40,43.0,1925,2019,39,75,121,1008,0,1853,-1,87
12052,40,43.0,1925,2009,39,70,107,1204,0,1853,-1,26
12053,40,43.0,1925,2019,39,75,121,138,0,1853,-1,87
12054,40,43.0,1925,2019,0,75,121,447,0,1853,-1,88
12055,40,43.0,1453,2017,39,70,110,973,0,1878,-1,127
12056,40,43.0,1453,0,53,75,59,560,0,1878,-1,18
12057,40,43.0,1453,0,44,75,28,655,0,1878,-1,110
12058,19,43.0,1385,2018,39,75,40,1202,0,1878,-1,58
12059,40,43.0,1669,2017,39,75,114,1147,0,1878,-1,24
12060,14,43.0,1969,2017,39,70,28,994,0,1853,-1,65
12061,40,43.0,1558,2016,39,70,171,1010,0,2547,-1,24
12062,40,43.0,1558,2016,39,70,171,1320,0,2547,-1,18
12063,40,43.0,1558,2016,39,70,171,1212,0,2547,-1,24
12064,40,43.0,1558,0,39,70,121,1079,0,2547,-1,130
12065,40,43.0,1558,2014,39,70,186,337,0,2547,-1,24
12066,46,43.0,1558,2021,39,108,49,1480,0,2547,-1,124
12067,51,49.0,1855,0,0,-1,5,919,0,831,-1,26
12068,40,49.0,925,2013,39,70,72,1163,0,1968,-1,130
12069,98,49.0,1622,2013,35,75,88,996,0,688,-1,103
12070,46,49.0,1816,2018,13,70,16,998,0,2169,-1,26
12071,98,49.0,1626,2010,35,70,186,990,0,688,-1,132
12072,40,49.0,1825,2021,35,75,66,1288,-1,2169,-1,24
12073,40,49.0,941,2017,57,70,110,1020,-1,658,-1,67
12074,19,49.0,1889,2015,8,75,16,660,0,2830,-1,11
12075,51,43.0,1718,0,39,42,66,863,0,2160,-1,103
12076,74,43.0,11,0,0,41,86,507,0,1879,-1,61
12077,51,43.0,11,0,0,42,86,507,0,1879,-1,61
12078,70,43.0,11,0,0,42,86,507,0,1879,-1,47
12079,67,43.0,71,2011,39,108,171,1063,0,1879,-1,62
12080,20,43.0,1960,2010,39,70,23,1207,0,1193,-1,103
12081,20,43.0,1960,2019,39,75,83,393,0,1193,-1,18
12082,17,43.0,1960,2009,39,75,171,413,0,1193,-1,18
12083,74,43.0,1960,0,0,42,-1,317,0,1193,-1,24
12084,40,43.0,1960,0,28,75,3,250,0,1193,-1,62
12085,51,43.0,1960,2022,0,42,-1,327,0,1193,-1,24
12086,21,43.0,1960,0,0,42,-1,317,0,1193,-1,24
12087,21,43.0,1960,2022,0,42,-1,327,0,1193,-1,24
12088,67,43.0,1584,0,48,75,28,1165,-1,2547,-1,58
12089,40,43.0,1594,2021,39,75,171,923,0,2547,-1,103
12090,40,43.0,1594,0,13,-1,66,1251,0,2547,-1,58
12091,40,43.0,1594,0,44,70,66,917,0,2547,-1,62
12092,38,43.0,1594,2011,39,16,79,1170,0,2547,-1,124
12093,40,43.0,2155,2017,39,70,66,1213,0,1193,-1,18
12094,14,43.0,65,0,57,75,110,269,0,1879,-1,18
12095,17,43.0,2220,2011,39,75,171,558,0,1193,-1,61
12096,40,43.0,1919,2014,39,75,171,168,0,1853,-1,100
12097,20,43.0,1507,2022,39,75,168,1303,0,1878,-1,18
12098,17,45.0,1507,2019,39,75,171,1366,0,1878,-1,130
12099,40,43.0,1501,2020,39,70,121,540,0,1878,-1,18
12100,40,43.0,1525,2016,39,70,16,1197,0,2547,-1,62
12101,16,43.0,1525,2003,39,1,66,71,0,2547,-1,51
12102,51,43.0,1470,2022,39,70,88,803,0,2067,-1,62
12103,24,43.0,1579,2020,39,75,72,821,0,1878,-1,25
12104,40,43.0,1946,0,12,70,110,1177,0,1193,-1,110
12105,40,43.0,1641,2019,39,70,49,1151,0,1878,-1,62
12106,40,49.0,2015,2020,39,75,171,136,0,2081,-1,24
12107,40,49.0,2015,0,35,70,88,530,0,2081,-1,24
12108,40,49.0,2015,2011,39,70,16,492,0,2081,-1,18
12109,83,49.0,816,2011,35,70,72,15,0,2561,-1,130
12110,78,49.0,816,0,35,75,16,307,2,2561,-1,26
12111,78,49.0,2035,0,39,108,40,1433,4,2169,-1,-1
12112,78,49.0,2035,2013,39,108,40,1233,0,2169,-1,132
12113,78,49.0,2035,2013,39,108,40,323,-1,2169,-1,130
12114,78,49.0,2035,2015,39,108,49,120,0,2169,-1,132
12115,78,49.0,2035,0,39,108,139,1267,0,2169,-1,130
12116,78,49.0,2035,2013,39,108,139,156,0,2169,-1,124
12117,78,49.0,1011,2010,35,16,64,1175,0,1968,-1,132
12118,46,49.0,2093,2018,39,75,-1,650,0,1940,-1,26
12119,14,49.0,1671,2011,39,58,28,383,0,1527,-1,65
12120,20,49.0,1671,2022,20,75,28,713,0,1527,-1,67
12121,40,49.0,1849,2022,39,75,96,427,0,831,-1,24
12122,98,49.0,1673,0,39,80,171,154,0,1527,-1,-1
12123,98,49.0,1857,0,53,75,88,541,0,1567,-1,130
12124,78,45.0,2310,2020,39,58,171,1151,0,2422,-1,65
12125,98,45.0,1528,2012,35,16,28,1291,0,1376,-1,124
12126,98,45.0,1528,2012,35,16,28,1291,0,1376,-1,124
12127,78,45.0,2122,2016,39,-1,28,476,0,1372,-1,127
12128,24,43.0,1489,2010,39,70,121,110,0,2815,-1,62
12129,24,43.0,1480,2019,39,75,66,704,0,2067,-1,26
12130,14,43.0,1673,2010,39,70,171,1203,0,1878,-1,62
12131,27,43.0,20,2012,39,70,171,796,0,1879,-1,18
12132,17,43.0,2051,2016,39,70,110,266,0,2409,-1,58
12133,9,43.0,1454,2013,39,70,121,474,0,1198,-1,130
12134,17,43.0,36,2022,0,75,3,597,0,1879,-1,24
12135,71,45.0,1400,2008,35,108,171,1235,0,2068,-1,132
12136,40,45.0,1400,2008,35,75,171,1235,0,2068,-1,130
12137,98,43.0,2145,2020,39,75,49,1336,0,1984,-1,139
12138,14,49.0,1946,2022,39,75,3,88,0,909,-1,67
12139,14,49.0,1946,2022,39,75,3,88,0,909,-1,67
12140,14,49.0,1946,2008,39,75,40,1081,0,909,-1,44
12141,14,49.0,1946,2008,39,75,40,1081,0,909,-1,44
12142,70,49.0,1946,2008,39,75,40,1085,0,909,-1,44
12143,70,49.0,1946,2008,39,75,40,1085,0,909,-1,44
12144,21,49.0,2109,2009,39,1,171,1020,0,1846,-1,67
12145,40,49.0,2109,0,35,60,49,1161,0,1846,-1,18
12146,67,49.0,750,2015,35,75,88,218,0,2561,-1,124
12147,46,49.0,2151,2020,39,108,139,1414,0,909,-1,14
12148,46,49.0,2151,0,35,108,110,219,0,909,-1,130
12149,20,49.0,1570,2018,39,70,16,928,0,630,-1,130
12150,20,49.0,1570,2018,39,70,16,928,0,630,-1,130
12151,20,49.0,631,2005,39,75,171,95,0,1926,-1,14
12152,21,49.0,857,0,17,70,28,835,0,1670,-1,65
12153,20,49.0,1668,2007,39,70,171,695,0,1527,-1,58
12154,21,43.0,1705,0,8,2,88,858,1,755,-1,124
12155,21,43.0,1610,0,35,1,165,882,1,755,-1,11
12156,21,43.0,1610,2015,39,108,121,884,1,755,-1,124
12157,21,43.0,1231,2001,39,75,28,866,1,755,-1,67
12158,14,49.0,1640,2007,39,70,83,972,0,688,-1,26
12159,21,49.0,1640,2015,39,75,171,1180,0,688,-1,11
12160,40,49.0,1839,2014,39,70,7,1287,0,1317,-1,130
12161,51,49.0,1922,2013,39,75,49,826,-1,2830,-1,24
12162,98,49.0,1912,2020,39,75,186,428,0,1567,-1,24
12163,98,47.0,2185,2017,39,75,28,168,0,1940,-1,37
12164,21,43.0,1239,0,35,0,66,864,1,755,-1,11
12165,21,43.0,1150,2014,39,75,3,926,1,755,-1,124
12166,21,43.0,1150,2014,39,75,3,926,1,755,-1,124
12167,40,49.0,1700,2015,10,75,171,431,0,1527,-1,132
12168,40,49.0,1700,2015,10,75,171,431,0,1527,-1,132
12169,78,49.0,962,2013,39,108,139,325,0,658,-1,132
12170,78,49.0,2042,0,39,108,139,1277,0,630,-1,130
12171,40,49.0,1900,0,13,70,7,1007,0,1940,-1,130
12172,78,49.0,812,0,39,108,28,1277,0,2561,-1,104
12173,98,49.0,863,2012,39,70,66,1067,0,1670,-1,54
12174,70,49.0,1824,2007,51,70,40,670,0,946,-1,110
12175,40,49.0,1968,2017,39,70,110,949,0,1846,-1,32
12176,99,49.0,1995,0,51,75,121,887,0,617,-1,67
12177,83,49.0,1995,0,35,108,66,877,0,617,-1,58
12178,51,49.0,1995,0,13,1,72,66,0,617,-1,26
12179,83,49.0,1990,0,39,70,121,927,0,2830,-1,124
12180,51,49.0,1976,2006,39,70,113,863,0,617,-1,47
12181,19,43.0,1410,2021,39,108,49,115,0,1878,-1,14
12182,38,49.0,2076,2018,39,75,16,1418,0,2830,-1,124
12183,46,49.0,2076,2008,39,108,54,1422,0,2830,-1,32
12184,38,49.0,2076,2022,39,75,171,304,0,2830,-1,11
12185,40,43.0,1176,2018,39,1,66,904,0,1469,-1,103
12186,20,45.0,1236,2021,39,1,3,672,0,2027,-1,67
12187,20,43.0,1236,0,35,1,171,83,0,2027,-1,89
12188,21,43.0,1448,2019,39,80,171,928,0,1878,-1,144
12189,14,49.0,2195,2021,39,75,83,936,0,1940,-1,67
12190,14,49.0,2195,2014,39,1,96,1169,0,1940,-1,124
12191,40,43.0,1415,0,35,0,49,1196,0,1376,-1,62
12192,37,43.0,2208,0,12,1,171,161,0,1984,-1,62
12193,38,49.0,2080,2020,39,1,121,517,0,2830,-1,11
12194,38,49.0,2080,2021,39,75,171,958,0,2830,-1,124
12195,46,49.0,2080,2013,39,75,171,167,0,2830,-1,67
12196,46,43.0,2175,2011,39,108,194,193,0,2417,-1,32
12197,21,49.0,1712,0,44,1,187,980,0,2830,-1,18
12198,21,49.0,1711,2016,39,1,21,982,0,2830,-1,11
12199,21,49.0,735,0,40,75,59,1152,0,2561,-1,62
12200,38,49.0,762,2016,39,75,66,1446,0,1926,-1,55
12201,40,49.0,2185,0,20,1,66,659,0,634,-1,62
12202,46,49.0,2185,2021,39,108,49,1220,0,634,-1,124
12203,46,45.0,2273,2021,39,75,28,368,0,2819,-1,11
12204,38,49.0,2126,0,51,1,40,1448,0,2830,-1,130
12205,40,49.0,2081,0,47,108,139,167,0,2775,-1,130
12206,46,49.0,2081,2018,39,75,121,175,0,2775,-1,67
12207,40,49.0,2186,2019,39,75,110,1107,0,909,-1,124
12208,40,49.0,2186,2022,39,75,171,94,0,909,-1,11
12209,21,43.0,2108,2015,39,1,121,1156,0,1228,-1,67
12210,46,45.0,1266,2011,39,1,165,650,0,2027,-1,11
12211,46,43.0,2260,2002,39,108,49,428,0,2819,-1,14
12212,74,49.0,1613,2013,39,75,121,1202,0,2169,-1,11
12213,71,49.0,1613,2013,39,75,121,1200,0,2169,-1,11
12214,71,49.0,1675,2021,39,75,121,1284,0,831,-1,124
12215,71,49.0,1657,2005,39,75,121,1288,0,831,-1,67
12216,71,49.0,1657,2005,39,75,121,1302,0,831,-1,67
12217,71,49.0,1577,2013,39,1,110,1310,0,2081,-1,74
12218,70,49.0,1577,2013,39,1,110,1312,0,2081,-1,74
12219,20,49.0,1601,2020,39,75,49,1162,0,688,-1,130
12220,21,49.0,1602,2021,39,75,171,1164,0,688,-1,11
12221,21,49.0,1602,0,35,1,107,1166,0,688,-1,62
12222,21,49.0,1602,2016,39,75,107,1168,0,688,-1,67
12223,71,49.0,963,2002,39,108,79,1194,0,2106,-1,144
12224,40,49.0,963,2002,39,108,79,1196,0,2106,-1,144
12225,21,49.0,1616,0,51,1,32,1172,0,688,-1,119
12226,21,49.0,1616,2008,39,1,16,1174,0,688,-1,67
12227,21,49.0,1681,2019,39,16,54,1186,0,688,-1,124
12228,21,49.0,1681,2016,39,1,186,1188,0,688,-1,67
12229,21,49.0,1681,2014,39,75,121,1192,0,688,-1,14
12230,70,49.0,1617,2020,39,75,88,1310,0,831,-1,124
12231,19,43.0,1539,2021,39,1,28,318,0,2547,-1,67
12232,19,43.0,1539,2010,39,1,49,1334,0,2547,-1,67
12233,16,43.0,1539,0,39,75,121,300,0,2547,-1,67
12234,46,49.0,1759,2008,39,1,16,215,0,688,-1,11
12235,37,43.0,1450,0,44,75,16,107,0,1878,-1,18
12236,70,49.0,659,2015,39,1,72,169,0,1926,-1,124
12237,46,43.0,2217,0,35,16,78,247,0,2819,-1,89
12238,38,43.0,2154,2018,39,1,110,263,0,2819,-1,67
12239,21,49.0,1672,2017,39,1,66,1208,0,533,-1,14
12240,21,49.0,1672,0,44,1,49,1212,0,533,-1,89
12241,21,49.0,781,2011,39,75,135,1218,0,2561,-1,14
12242,21,49.0,781,2021,39,75,171,1220,0,2561,-1,11
12243,21,49.0,1711,2019,39,75,49,1224,0,2775,-1,67
12244,38,49.0,791,2013,39,1,72,1256,0,1926,-1,67
12245,38,49.0,945,2017,39,108,28,1472,0,1926,-1,89
12246,48,49.0,945,2015,39,108,54,167,0,1926,-1,32
12247,78,49.0,1841,0,35,60,121,172,0,688,-1,130
12248,46,49.0,1909,2021,39,75,16,1007,0,2830,-1,67
12249,46,49.0,1909,2021,39,75,110,1009,0,2830,-1,124
12250,74,49.0,1909,2021,39,75,110,1009,0,2830,-1,124
12251,40,43.0,1950,2018,39,75,40,378,0,1853,-1,124
12252,38,43.0,2054,0,2,75,72,1440,0,1853,-1,18
12253,21,45.0,1731,2022,39,92,187,1178,0,2902,-1,55
12254,84,45.0,1731,2022,39,92,187,1180,0,2902,-1,55
12255,21,45.0,1723,0,39,0,66,1186,0,2902,-1,124
12256,21,45.0,1601,2014,39,1,171,1200,0,2068,-1,11
12257,21,45.0,2310,2017,39,1,171,1214,0,1372,-1,11
12258,21,45.0,2354,0,35,16,64,1218,0,1372,-1,130
12259,21,45.0,2363,2008,39,75,66,1222,0,1372,-1,100
12260,71,45.0,2363,2008,39,75,66,1222,0,1372,-1,100
12261,21,45.0,1519,2009,39,75,40,1228,0,2902,-1,55
12262,71,43.0,2352,2007,39,75,3,1046,0,2793,-1,67
12263,75,43.0,2352,2007,39,75,3,1046,0,2793,-1,67
12264,40,49.0,2165,2020,39,1,66,655,0,634,-1,100
12265,40,49.0,1954,0,22,1,3,675,0,2547,-1,130
12266,70,49.0,1954,2007,39,75,66,1188,0,2547,-1,14
12267,71,49.0,1954,2007,39,75,66,1192,0,2547,-1,14
12268,40,49.0,2041,2011,39,75,16,711,0,1527,-1,124
12269,40,49.0,2146,0,35,1,72,737,0,533,-1,62
12270,21,49.0,2146,2021,39,75,110,1048,0,533,-1,124
12271,71,49.0,961,2005,39,75,32,1040,0,1968,-1,130
12272,74,49.0,707,2009,39,1,28,211,0,658,-1,67
12273,40,49.0,2095,2021,39,75,171,62,0,909,-1,124
12274,21,49.0,829,2012,39,75,3,1012,0,1783,-1,11
12275,21,49.0,829,2013,39,1,66,1014,0,1783,-1,55
12276,38,43.0,58,2021,39,75,171,612,0,1879,-1,67
12277,21,49.0,2115,2009,39,75,186,1016,0,1846,-1,67
12278,46,43.0,1660,2012,39,108,49,1288,0,1878,-1,144
12279,40,49.0,1838,0,44,1,66,988,0,2588,-1,103
12280,40,49.0,855,0,22,75,40,1048,0,1926,-1,54
12281,38,43.0,2179,2001,39,1,66,296,0,2819,-1,100
12282,20,49.0,1626,2006,39,75,171,533,0,2160,-1,67
12283,66,45.0,1255,0,24,102,122,493,0,2316,-1,89
12284,20,45.0,1255,0,24,102,122,497,0,2316,-1,89
12285,70,43.0,1451,2020,39,75,83,1486,0,2815,-1,130
12286,71,43.0,1451,2020,39,75,83,1490,0,2815,-1,130
12287,19,49.0,811,2015,39,108,54,101,0,1926,-1,32
12288,46,49.0,857,2016,39,1,66,1137,0,1926,-1,67
12289,40,49.0,2167,2022,39,0,40,86,0,909,-1,26
12290,74,49.0,2167,2022,39,0,40,90,0,909,-1,26
12291,70,49.0,2167,2022,39,0,40,92,0,909,-1,26
12292,74,49.0,1824,2022,39,1,110,1368,0,2588,-1,14
12293,71,49.0,1720,2010,39,75,66,1452,0,533,-1,14
12294,70,49.0,852,2011,39,75,28,1488,0,2205,-1,67
12295,71,49.0,852,2011,39,75,28,1490,0,2205,-1,67
12296,46,49.0,1845,0,39,16,54,73,0,688,-1,32
12297,74,49.0,1831,2017,39,75,145,87,0,1317,-1,124
12298,21,43.0,2380,0,8,75,96,980,0,1193,-1,130
12299,14,45.0,1666,0,12,1,66,1022,0,2068,-1,18
12300,21,49.0,779,2016,39,75,28,984,0,1783,-1,81
12301,70,49.0,2009,2016,39,1,76,1090,0,909,-1,124
12302,40,49.0,2009,2017,39,1,171,1230,0,909,-1,11
12303,70,49.0,2009,2022,39,75,110,1106,0,1846,-1,124
12304,40,49.0,2060,0,35,75,72,1118,0,442,-1,110
12305,38,43.0,2056,2021,39,60,49,285,0,1853,-1,14
12306,71,49.0,1656,2015,39,108,110,1356,0,2775,-1,124
12307,70,49.0,1854,2011,39,75,28,1474,0,1940,-1,67
12308,71,49.0,1854,2011,39,75,28,1476,0,1940,-1,67
12309,38,49.0,763,2005,39,1,88,203,0,1926,-1,14
12310,40,49.0,1800,0,51,75,66,290,0,1940,-1,110
12311,74,49.0,782,2010,39,1,3,306,0,1926,-1,11
12312,70,49.0,676,2012,39,75,171,1200,0,2288,-1,11
12313,46,49.0,2120,2022,39,108,54,139,0,909,-1,32
12314,38,49.0,2130,2013,39,75,145,147,0,2830,-1,67
12315,46,43.0,2141,2006,39,108,54,503,0,2417,-1,32
12316,40,43.0,1505,0,13,75,28,1366,0,2160,-1,110
12317,38,43.0,1514,2017,39,75,81,1224,0,1878,-1,67
12318,19,43.0,1514,0,44,108,49,1306,0,1878,-1,130
12319,46,43.0,1526,2022,39,108,54,1340,0,2547,-1,32
12320,38,43.0,1442,2020,39,75,110,1470,0,2027,-1,67
12321,38,41.0,2083,2011,39,75,66,1284,0,2417,-1,67
12322,38,49.0,728,0,35,1,66,121,0,1783,-1,62
12323,38,49.0,748,0,44,1,186,129,0,1783,-1,18
12324,19,48.0,1902,0,31,75,110,999,0,2830,-1,18
12325,46,48.0,1902,2020,39,75,171,1003,0,2830,-1,67
12326,82,48.0,1902,2006,39,16,79,1005,0,2830,-1,124
12327,14,43.0,1443,2020,39,108,54,1396,0,1878,-1,32
12328,21,49.0,2180,0,20,1,66,1020,0,634,-1,89
12329,21,49.0,2054,2010,39,1,3,1188,0,909,-1,11
12330,38,43.0,1380,2019,39,1,49,1406,0,2830,-1,11
12331,38,49.0,715,2017,39,1,66,1078,0,1783,-1,100
12332,41,45.0,1575,2019,39,70,171,99,0,2902,-1,24
12333,98,75.0,32,2016,39,75,66,916,2,890,-1,108
12334,98,75.0,32,2007,39,75,121,926,2,890,-1,24
12335,98,75.0,508,2005,39,-1,3,799,2,1603,-1,65
12336,40,120.0,17,0,23,1,121,934,7,2112,-1,130
12337,14,75.0,1,2014,39,70,32,653,2,1263,-1,24
12338,14,75.0,1,0,39,70,66,653,2,1263,-1,-1
12339,14,75.0,1,0,39,70,171,669,2,1263,-1,103
12340,14,75.0,1,2012,39,-1,66,585,2,1263,-1,65
12341,14,75.0,1,2022,39,70,72,667,2,1263,-1,65
12342,98,75.0,895,2008,39,70,66,1046,2,1727,-1,67
12343,40,75.0,325,0,39,75,66,1287,2,1732,-1,-1
12344,40,75.0,325,2011,39,75,66,984,2,1732,-1,14
12345,14,75.0,528,2016,39,75,49,605,2,2220,-1,11
12346,40,75.0,528,2005,39,75,66,673,2,2220,-1,65
12347,14,75.0,528,2005,39,75,66,603,2,2220,-1,62
12348,14,75.0,528,0,51,70,16,655,2,2220,-1,25
12349,46,75.0,3154,2016,39,75,23,113,2,1337,-1,18
12350,98,123.0,31,2013,39,70,40,1226,7,1481,-1,24
12351,40,,3418,2009,39,75,121,948,2,1337,-1,54
12352,14,75.0,3418,0,44,75,66,955,2,1337,-1,67
12353,40,75.0,3418,2007,39,75,66,949,2,1337,-1,14
12354,40,75.0,722,2022,39,70,121,1191,2,1732,-1,58
12355,14,75.0,269,2021,39,75,171,873,2,452,-1,26
12356,20,75.0,269,2015,39,75,3,954,2,452,-1,124
12357,98,75.0,408,2015,39,70,121,997,2,1888,-1,24
12358,46,75.0,596,2017,39,70,121,514,2,2112,-1,11
12359,40,75.0,184,0,39,70,7,649,2,1262,-1,58
12360,40,75.0,184,0,44,70,40,413,2,1262,-1,103
12361,40,75.0,184,2018,39,70,7,44,-1,1262,-1,62
12362,40,75.0,184,2020,39,75,3,88,2,1262,-1,24
12363,40,75.0,184,0,51,70,40,56,-1,1262,-1,-1
12364,40,75.0,184,2015,39,70,171,1328,2,1262,-1,24
12365,41,75.0,37,2017,0,75,40,1273,2,2112,-1,24
12366,40,75.0,37,0,44,75,66,49,2,2112,-1,11
12367,40,75.0,37,0,39,70,110,61,2,2112,-1,58
12368,40,75.0,37,0,44,70,76,18,-1,2112,-1,130
12369,40,75.0,37,2015,39,75,23,1241,2,2112,-1,114
12370,40,75.0,37,0,12,75,49,655,2,2112,-1,11
12371,40,75.0,37,0,44,75,66,222,2,2112,-1,24
12372,40,75.0,37,2014,39,75,110,552,2,2112,-1,130
12373,40,75.0,37,0,44,70,76,1255,2,2112,-1,124
12374,40,75.0,169,0,35,70,76,1209,2,2112,-1,24
12375,98,75.0,133,0,39,70,49,1229,2,1756,-1,11
12376,40,75.0,56,2017,39,70,16,637,2,1398,-1,26
12377,40,75.0,56,2020,39,75,72,238,2,1398,-1,11
12378,99,75.0,139,0,31,70,-1,455,-1,977,-1,24
12379,40,75.0,139,0,31,70,78,449,2,977,-1,24
12380,40,75.0,139,2015,39,70,16,767,2,977,-1,24
12381,98,75.0,66,2001,39,70,121,1468,2,1429,-1,28
12382,19,75.0,701,2022,39,75,3,996,2,1263,-1,11
12383,21,75.0,701,0,35,1,121,996,2,1263,-1,62
12384,71,75.0,701,2017,39,1,66,1000,2,1263,-1,130
12385,70,75.0,509,2003,39,75,28,1082,2,1888,-1,130
12386,70,75.0,509,0,0,70,49,1082,2,1888,-1,65
12387,98,75.0,1393,0,39,70,76,1022,2,2413,-1,-1
12388,40,75.0,749,2007,39,75,16,1336,2,2567,-1,132
12389,40,75.0,749,0,39,70,76,336,2,2567,-1,62
12390,40,75.0,749,2016,39,1,72,300,2,2567,-1,100
12391,40,75.0,749,0,28,70,76,1443,2,2567,-1,65
12392,40,75.0,749,0,35,70,76,328,2,2567,-1,65
12393,40,75.0,749,0,31,70,7,331,2,2567,-1,110
12394,46,75.0,253,0,44,108,66,1254,2,1262,-1,63
12395,14,75.0,903,0,44,70,40,1093,2,985,-1,-1
12396,98,75.0,86,2008,0,75,-1,1175,-1,2346,-1,124
12397,46,75.0,237,2022,0,70,171,837,2,816,-1,100
12398,98,75.0,295,0,39,75,66,1091,-1,609,-1,100
12399,40,75.0,189,0,44,70,40,1501,2,1262,-1,-1
12400,40,75.0,189,2012,39,70,72,621,2,1262,-1,24
12401,40,75.0,141,0,31,70,78,486,2,977,-1,24
12402,40,75.0,141,2013,39,70,49,1497,2,977,-1,103
12403,14,75.0,685,2012,39,75,121,178,2,483,-1,130
12404,98,75.0,826,0,39,75,171,1248,2,2112,-1,-1
12405,40,75.0,107,2020,39,70,121,603,2,2346,-1,58
12406,40,75.0,94,2018,39,70,7,138,2,2213,-1,65
12407,40,75.0,94,0,51,70,40,1453,2,2213,-1,100
12408,75,75.0,94,0,51,70,40,1455,2,2213,-1,100
